Universitas,Jurusan,Jenis,Daya Tampung,Peminat
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BAHASA INGGRIS,Soshum,45,709
UNIVERSITAS LAMBUNG MANGKURAT,ILMU HUKUM,Soshum,235,"1,300"
UNIVERSITAS LAMBUNG MANGKURAT,EKONOMI & STUDI PEMBANGUNAN,Soshum,59,604
UNIVERSITAS LAMBUNG MANGKURAT,MANAJEMEN,Soshum,90,"1,925"
UNIVERSITAS LAMBUNG MANGKURAT,AKUNTANSI,Soshum,90,"1,507"
UNIVERSITAS LAMBUNG MANGKURAT,ADMINISTRASI PUBLIK,Soshum,58,905
UNIVERSITAS LAMBUNG MANGKURAT,ILMU ADMINISTRASI BISNIS,Soshum,51,"1,083"
UNIVERSITAS LAMBUNG MANGKURAT,ILMU PEMERINTAHAN,Soshum,60,"1,058"
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KOMUNIKASI,Soshum,48,976
UNIVERSITAS LAMBUNG MANGKURAT,PEND. GEOGRAFI,Soshum,42,155
UNIVERSITAS LAMBUNG MANGKURAT,PEND. SOSIOLOGI,Soshum,30,285
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BIMBINGAN KONSELING,Soshum,39,334
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN LUAR BIASA,Soshum,18,213
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Soshum,58,343
UNIVERSITAS LAMBUNG MANGKURAT,PGSD,Soshum,129,"1,112"
UNIVERSITAS LAMBUNG MANGKURAT,PG-PAUD,Soshum,59,310
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN SENDRATASIK,Soshum,18,154
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI PENDIDIKAN,Soshum,38,147
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN IPS,Soshum,43,148
UNIVERSITAS LAMBUNG MANGKURAT,PSIKOLOGI,Soshum,42,924
UNIVERSITAS LAMBUNG MANGKURAT,SOSIOLOGI,Soshum,55,0
UNIVERSITAS LAMBUNG MANGKURAT,PEND. MATEMATIKA,Saintek,30,415
UNIVERSITAS LAMBUNG MANGKURAT,PEND. BIOLOGI,Saintek,38,293
UNIVERSITAS LAMBUNG MANGKURAT,PEND. KIMIA,Saintek,27,135
UNIVERSITAS LAMBUNG MANGKURAT,AGROEKOTEKNOLOGI,Saintek,18,391
UNIVERSITAS LAMBUNG MANGKURAT,AGRIBISNIS,Saintek,30,549
UNIVERSITAS LAMBUNG MANGKURAT,PRODUKSI TERNAK,Saintek,22,108
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,18,331
UNIVERSITAS LAMBUNG MANGKURAT,TEKNOLOGI HASIL PERIKANAN,Saintek,22,119
UNIVERSITAS LAMBUNG MANGKURAT,BUDIDAYA PERAIRAN,Saintek,26,104
UNIVERSITAS LAMBUNG MANGKURAT,PEMANFAATAN SD PERIKANAN,Saintek,24,88
UNIVERSITAS LAMBUNG MANGKURAT,MANAJEMEN SD PERAIRAN,Saintek,21,90
UNIVERSITAS LAMBUNG MANGKURAT,AGRIBISNIS PERIKANAN,Saintek,21,195
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KELAUTAN,Saintek,21,114
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK SIPIL,Saintek,49,"1,152"
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK ARSITEKTUR,Saintek,23,465
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK PERTAMBANGAN,Saintek,15,339
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK KIMIA,Saintek,24,181
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK LINGKUNGAN,Saintek,25,621
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK MESIN,Saintek,25,304
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN DOKTER,Saintek,60,"1,606"
UNIVERSITAS LAMBUNG MANGKURAT,KESEHATAN MASYARAKAT,Saintek,40,"1,375"
UNIVERSITAS LAMBUNG MANGKURAT,MATEMATIKA,Saintek,25,144
UNIVERSITAS LAMBUNG MANGKURAT,KIMIA,Saintek,22,93
UNIVERSITAS LAMBUNG MANGKURAT,BIOLOGI,Saintek,23,168
UNIVERSITAS LAMBUNG MANGKURAT,FISIKA,Saintek,27,69
UNIVERSITAS LAMBUNG MANGKURAT,FARMASI,Saintek,34,"1,391"
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KOMPUTER,Saintek,29,"1,146"
UNIVERSITAS LAMBUNG MANGKURAT,KEHUTANAN,Saintek,59,492
UNIVERSITAS LAMBUNG MANGKURAT,PEND. FISIKA,Saintek,28,125
UNIVERSITAS LAMBUNG MANGKURAT,ILMU KEPERAWATAN,Saintek,38,730
UNIVERSITAS LAMBUNG MANGKURAT,ILMU TANAH,Saintek,28,146
UNIVERSITAS LAMBUNG MANGKURAT,PROTEKSI TANAMAN,Saintek,29,113
UNIVERSITAS LAMBUNG MANGKURAT,AGRONOMI,Saintek,19,145
UNIVERSITAS LAMBUNG MANGKURAT,KEDOKTERAN GIGI,Saintek,33,"1,069"
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN ILMU KOMPUTER,Saintek,17,328
UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN IPA,Saintek,30,195
UNIVERSITAS LAMBUNG MANGKURAT,TEKNIK INFORMATIKA,Saintek,22,"1,375"
UNIVERSITAS LAMBUNG MANGKURAT,STATISTIKA,Saintek,21,149
UNIVERSITAS LAMPUNG,HUKUM,Soshum,236,"2,710"
UNIVERSITAS LAMPUNG,SOSIOLOGI,Soshum,38,"1,044"
UNIVERSITAS LAMPUNG,ILMU PEMERINTAHAN,Soshum,39,"1,551"
UNIVERSITAS LAMPUNG,MANAJEMEN,Soshum,54,"2,962"
UNIVERSITAS LAMPUNG,IESP,Soshum,43,852
UNIVERSITAS LAMPUNG,AKUNTANSI,Soshum,42,"1,765"
UNIVERSITAS LAMPUNG,ILMU KOMUNIKASI,Soshum,42,"1,908"
UNIVERSITAS LAMPUNG,ILMU ADM. NEGARA,Soshum,49,"1,524"
UNIVERSITAS LAMPUNG,ILMU ADM. NIAGA/BISNIS,Soshum,47,"1,587"
UNIVERSITAS LAMPUNG,PPKN,Soshum,33,665
UNIVERSITAS LAMPUNG,PEND. SEJARAH,Soshum,28,595
UNIVERSITAS LAMPUNG,PEND. GEOGRAFI,Soshum,33,647
UNIVERSITAS LAMPUNG,PEND. EKONOMI,Soshum,32,756
UNIVERSITAS LAMPUNG,PENJASKESREK,Soshum,44,715
UNIVERSITAS LAMPUNG,BIMB. KONSELING,Soshum,30,"1,304"
UNIVERSITAS LAMPUNG,PEND. BAHASA INDONESIA,Soshum,31,"1,106"
UNIVERSITAS LAMPUNG,PEND. B. INGGRIS,Soshum,34,"1,122"
UNIVERSITAS LAMPUNG,PGSD,Soshum,89,"2,062"
UNIVERSITAS LAMPUNG,"PEND. SENI DRAMA,TARI&MUSIK",Soshum,25,263
UNIVERSITAS LAMPUNG,PENDIDIKAN ANAK USIA DINI,Soshum,35,448
UNIVERSITAS LAMPUNG,HUBUNGAN INTERNASIONAL,Soshum,44,"1,024"
UNIVERSITAS LAMPUNG,BAHASA PERANCIS,Soshum,12,158
UNIVERSITAS LAMPUNG,PENDIDIKAN MUSIK,Soshum,26,57
UNIVERSITAS LAMPUNG,AGROTEKNOLOGI,Saintek,27,613
UNIVERSITAS LAMPUNG,AGRIBISNIS,Saintek,45,"1,613"
UNIVERSITAS LAMPUNG,TEKNIK GEOFISIKA,Saintek,35,294
UNIVERSITAS LAMPUNG,TEKNIK SIPIL,Saintek,51,"1,427"
UNIVERSITAS LAMPUNG,KIMIA,Saintek,53,370
UNIVERSITAS LAMPUNG,BIOLOGI,Saintek,40,658
UNIVERSITAS LAMPUNG,TEKNOLOGI HASIL PERTANIAN,Saintek,38,712
UNIVERSITAS LAMPUNG,PETERNAKAN,Saintek,27,637
UNIVERSITAS LAMPUNG,KEHUTANAN,Saintek,59,784
UNIVERSITAS LAMPUNG,TEKNIK PERTANIAN,Saintek,39,683
UNIVERSITAS LAMPUNG,MATEMATIKA,Saintek,57,464
UNIVERSITAS LAMPUNG,FISIKA,Saintek,53,199
UNIVERSITAS LAMPUNG,TEKNIK MESIN,Saintek,40,660
UNIVERSITAS LAMPUNG,TEKNIK ELEKTRO,Saintek,55,624
UNIVERSITAS LAMPUNG,PEND. MATEMATIKA,Saintek,33,778
UNIVERSITAS LAMPUNG,PEND. FISIKA,Saintek,35,265
UNIVERSITAS LAMPUNG,PEND. KIMIA,Saintek,23,345
UNIVERSITAS LAMPUNG,PEND. BIOLOGI,Saintek,31,837
UNIVERSITAS LAMPUNG,TEKNIK KIMIA,Saintek,42,364
UNIVERSITAS LAMPUNG,PEND. KEDOKTERAN,Saintek,56,"3,017"
UNIVERSITAS LAMPUNG,BUDIDAYA PERAIRAN,Saintek,27,449
UNIVERSITAS LAMPUNG,ILMU KOMPUTER,Saintek,37,"1,516"
UNIVERSITAS LAMPUNG,ARSITEKTUR,Saintek,21,426
UNIVERSITAS LAMPUNG,TEKNIK GEODESI,Saintek,24,269
UNIVERSITAS LAMPUNG,TEKNIK INFORMATIKA,Saintek,40,"1,223"
UNIVERSITAS LAMPUNG,SUMBERDAYA AKUATIK,Saintek,25,165
UNIVERSITAS LAMPUNG,ILMU TANAH,Saintek,24,237
UNIVERSITAS LAMPUNG,AGRONOMI,Saintek,33,285
UNIVERSITAS LAMPUNG,PROTEKSI TANAMAN,Saintek,24,186
UNIVERSITAS LAMPUNG,PENYULUHAN PERTANIAN,Saintek,42,231
UNIVERSITAS LAMPUNG,ILMU KELAUTAN,Saintek,22,294
UNIVERSITAS LAMPUNG,TEKNOLOGI INDUSTRI PERTANIAN,Saintek,23,389
UNIVERSITAS LAMPUNG,NUTRISI DAN TEKNOLOGI PAKAN TERNAK,Saintek,25,254
UNIVERSITAS LAMPUNG,PENDIDIKAN VOKASIONAL TEKNOLOGI INFORMASI,Saintek,12,123
UNIVERSITAS LAMPUNG,FARMASI,Saintek,25,0
UNIVERSITAS LAMPUNG,BIOLOGI TERAPAN,Saintek,12,0
UNIVERSITAS MALIKUSSALEH,Teknik Sipil,Saintek,85,724
UNIVERSITAS MALIKUSSALEH,Teknik Mesin,Saintek,105,370
UNIVERSITAS MALIKUSSALEH,Teknik Kimia,Saintek,80,303
UNIVERSITAS MALIKUSSALEH,Teknik Elektro,Saintek,76,416
UNIVERSITAS MALIKUSSALEH,Teknik Industri,Saintek,76,542
UNIVERSITAS MALIKUSSALEH,Teknik Informatika,Saintek,79,1331
UNIVERSITAS MALIKUSSALEH,Teknik Arsitektur,Saintek,55,311
UNIVERSITAS MALIKUSSALEH,Agroekoteknologi,Saintek,61,515
UNIVERSITAS MALIKUSSALEH,Agribisnis,Saintek,49,780
UNIVERSITAS MALIKUSSALEH,Budidaya Perairan,Saintek,46,254
UNIVERSITAS MALIKUSSALEH,Pendidikan Dokter,Saintek,32,1243
UNIVERSITAS MALIKUSSALEH,Pendidikan Fisika,Saintek,53,79
UNIVERSITAS MALIKUSSALEH,Pendidikan Kimia,Saintek,24,76
UNIVERSITAS MALIKUSSALEH,Pendidikan Matematika,Saintek,30,159
UNIVERSITAS MALIKUSSALEH,Pendidikan Teknik Mesin,Saintek,16,102
UNIVERSITAS MALIKUSSALEH,Sistem Informasi,Saintek,43,391
UNIVERSITAS MALIKUSSALEH,Ilmu Kelautan,Saintek,33,161
UNIVERSITAS MALIKUSSALEH,Teknik Material,Saintek,36,0
UNIVERSITAS MALIKUSSALEH,Manajemen,Soshum,106,1133
UNIVERSITAS MALIKUSSALEH,Akuntansi,Soshum,93,676
UNIVERSITAS MALIKUSSALEH,Ilmu Ekonomi & Studi Pembangunan,Soshum,108,394
UNIVERSITAS MALIKUSSALEH,Ilmu Administrasi Negara,Soshum,95,745
UNIVERSITAS MALIKUSSALEH,Sosiologi,Soshum,84,264
UNIVERSITAS MALIKUSSALEH,Ilmu Politik,Soshum,38,224
UNIVERSITAS MALIKUSSALEH,Antropologi,Soshum,44,160
UNIVERSITAS MALIKUSSALEH,Ilmu Komunikasi,Soshum,111,668
UNIVERSITAS MALIKUSSALEH,Ilmu Hukum,Soshum,138,711
UNIVERSITAS MALIKUSSALEH,Ekonomi Islam,Soshum,58,485
UNIVERSITAS MALIKUSSALEH,Psikologi,Soshum,44,505
UNIVERSITAS MALIKUSSALEH,Sastra Indonesia,Soshum,29,237
UNIVERSITAS MALIKUSSALEH,Ilmu Administrasi Niaga,Soshum,41,189
UNIVERSITAS MARITIM RAJA ALI HAJI,Pendidikan Bahasa Indonesia,Soshum,61,154
UNIVERSITAS MARITIM RAJA ALI HAJI,Akuntansi,Soshum,71,228
UNIVERSITAS MARITIM RAJA ALI HAJI,Ilmu Administrasi Negara,Soshum,69,224
UNIVERSITAS MARITIM RAJA ALI HAJI,Ilmu Pemerintahan,Soshum,54,244
UNIVERSITAS MARITIM RAJA ALI HAJI,Sosiologi,Soshum,59,156
UNIVERSITAS MARITIM RAJA ALI HAJI,Pendidikan Bahasa Inggris,Soshum,51,125
UNIVERSITAS MARITIM RAJA ALI HAJI,Manajemen,Soshum,73,248
UNIVERSITAS MARITIM RAJA ALI HAJI,Ilmu Hukum,Soshum,70,157
UNIVERSITAS MARITIM RAJA ALI HAJI,Ilmu Hubungan Internasional,Soshum,27,121
UNIVERSITAS MARITIM RAJA ALI HAJI,Teknik Elektro,Saintek,46,108
UNIVERSITAS MARITIM RAJA ALI HAJI,Teknik Informatika,Saintek,46,215
UNIVERSITAS MARITIM RAJA ALI HAJI,Ilmu Kelautan,Saintek,49,185
UNIVERSITAS MARITIM RAJA ALI HAJI,Manajemen Sumberdaya Perairan,Saintek,49,185
UNIVERSITAS MARITIM RAJA ALI HAJI,Pendidikan Matematika,Saintek,44,106
UNIVERSITAS MARITIM RAJA ALI HAJI,Pendidikan Biologi,Saintek,65,120
UNIVERSITAS MARITIM RAJA ALI HAJI,Pendidikan Kimia,Saintek,20,54
UNIVERSITAS MARITIM RAJA ALI HAJI,Budidaya Perairan,Saintek,14,82
UNIVERSITAS MARITIM RAJA ALI HAJI,Teknologi Hasil Perikanan,Saintek,22,100
UNIVERSITAS MARITIM RAJA ALI HAJI,Sosial Ekonomi Perikanan,Saintek,9,27
UNIVERSITAS MATARAM,EKONOMI PEMBANGUNAN,Soshum,124,"1,371"
UNIVERSITAS MATARAM,MANAJEMEN,Soshum,170,"3,120"
UNIVERSITAS MATARAM,AKUNTANSI,Soshum,127,"2,288"
UNIVERSITAS MATARAM,ILMU HUKUM,Soshum,309,"1,971"
UNIVERSITAS MATARAM,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,103,600
UNIVERSITAS MATARAM,PENDIDIKAN BAHASA INGGRIS,Soshum,120,935
UNIVERSITAS MATARAM,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Soshum,83,241
UNIVERSITAS MATARAM,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,172,"1,316"
UNIVERSITAS MATARAM,PENDIDIKAN ANAK USIA DINI,Soshum,52,415
UNIVERSITAS MATARAM,HUBUNGAN INTERNASIONAL,Soshum,53,"1,256"
UNIVERSITAS MATARAM,ILMU KOMUNIKASI,Soshum,58,"1,201"
UNIVERSITAS MATARAM,SOSIOLOGI,Soshum,58,513
UNIVERSITAS MATARAM,PENDIDIKAN SOSIOLOGI,Soshum,47,381
UNIVERSITAS MATARAM,AGROEKOTEKNOLOGI,Saintek,67,493
UNIVERSITAS MATARAM,AGRIBISNIS,Saintek,145,"1,628"
UNIVERSITAS MATARAM,KEHUTANAN,Saintek,43,614
UNIVERSITAS MATARAM,PENDIDIKAN BIOLOGI,Saintek,56,312
UNIVERSITAS MATARAM,PENDIDIKAN KIMIA,Saintek,49,129
UNIVERSITAS MATARAM,PENDIDIKAN FISIKA,Saintek,49,106
UNIVERSITAS MATARAM,PENDIDIKAN MATEMATIKA,Saintek,86,291
UNIVERSITAS MATARAM,TEKNIK SIPIL,Saintek,99,"1,205"
UNIVERSITAS MATARAM,TEKNIK MESIN,Saintek,72,333
UNIVERSITAS MATARAM,TEKNIK ELEKTRO,Saintek,70,465
UNIVERSITAS MATARAM,BIOLOGI,Saintek,45,371
UNIVERSITAS MATARAM,MATEMATIKA,Saintek,38,285
UNIVERSITAS MATARAM,FISIKA,Saintek,41,96
UNIVERSITAS MATARAM,KIMIA,Saintek,35,185
UNIVERSITAS MATARAM,PETERNAKAN,Saintek,135,744
UNIVERSITAS MATARAM,PENDIDIKAN DOKTER,Saintek,48,"1,628"
UNIVERSITAS MATARAM,ILMU DAN TEKNOLOGI PANGAN,Saintek,52,850
UNIVERSITAS MATARAM,KETEKNIKAN PERTANIAN,Saintek,59,556
UNIVERSITAS MATARAM,BUDIDAYA PERAIRAN,Saintek,45,345
UNIVERSITAS MATARAM,TEKNIK INFORMATIKA,Saintek,47,"1,649"
UNIVERSITAS MATARAM,FARMASI,Saintek,31,"1,283"
UNIVERSITAS MATARAM,ILMU TANAH,Saintek,27,294
UNIVERSITAS MULAWARMAN,MANAJEMEN,Soshum,109,"2,013"
UNIVERSITAS MULAWARMAN,EKONOMI PEMBANGUNAN,Soshum,67,598
UNIVERSITAS MULAWARMAN,AKUNTANSI,Soshum,99,"1,125"
UNIVERSITAS MULAWARMAN,ILMU ADMINISTRASI NEGARA,Soshum,32,"1,123"
UNIVERSITAS MULAWARMAN,ILMU PEMERINTAHAN,Soshum,29,"1,296"
UNIVERSITAS MULAWARMAN,ILMU SOSIATRI,Soshum,28,269
UNIVERSITAS MULAWARMAN,ILMU HUBUNGAN INTERNASIONAL,Soshum,29,750
UNIVERSITAS MULAWARMAN,ILMU KOMUNIKASI,Soshum,30,960
UNIVERSITAS MULAWARMAN,ILMU ADMINISTRASI BISNIS,Soshum,26,"1,220"
UNIVERSITAS MULAWARMAN,PEND. PANCASILA DAN KEWARGANEGARAAN,Soshum,29,157
UNIVERSITAS MULAWARMAN,PENDIDIKAN EKONOMI,Soshum,26,236
UNIVERSITAS MULAWARMAN,"PEND. BAHASA, SASTRA INDO. & DAERAH",Soshum,30,382
UNIVERSITAS MULAWARMAN,PENDIDIKAN BAHASA INGGRIS,Soshum,31,536
UNIVERSITAS MULAWARMAN,BIMBINGAN DAN KONSELING,Soshum,29,462
UNIVERSITAS MULAWARMAN,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",Soshum,32,450
UNIVERSITAS MULAWARMAN,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,32,"1,055"
UNIVERSITAS MULAWARMAN,PENDIDIKAN ANAK USIA DINI,Soshum,27,280
UNIVERSITAS MULAWARMAN,ILMU HUKUM,Soshum,77,"1,074"
UNIVERSITAS MULAWARMAN,PSIKOLOGI,Soshum,32,929
UNIVERSITAS MULAWARMAN,SASTRA INDONESIA,Soshum,19,185
UNIVERSITAS MULAWARMAN,SASTRA INGGRIS,Soshum,44,439
UNIVERSITAS MULAWARMAN,PENDIDIKAN LUAR SEKOLAH,Soshum,14,31
UNIVERSITAS MULAWARMAN,PENDIDIKAN GEOGRAFI,Soshum,12,184
UNIVERSITAS MULAWARMAN,EKONOMI ISLAM,Soshum,29,251
UNIVERSITAS MULAWARMAN,ETNOMUSIKOLOGI,Soshum,6,26
UNIVERSITAS MULAWARMAN,PENDIDIKAN SEJARAH,Soshum,11,206
UNIVERSITAS MULAWARMAN,AGROEKOTEKNOLOGI,Saintek,51,319
UNIVERSITAS MULAWARMAN,AGRIBISNIS,Saintek,31,434
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERTANIAN,Saintek,29,335
UNIVERSITAS MULAWARMAN,KEHUTANAN,Saintek,110,471
UNIVERSITAS MULAWARMAN,PENDIDIKAN BIOLOGI,Saintek,26,322
UNIVERSITAS MULAWARMAN,PENDIDIKAN KIMIA,Saintek,27,135
UNIVERSITAS MULAWARMAN,PENDIDIKAN FISIKA,Saintek,20,102
UNIVERSITAS MULAWARMAN,PENDIDIKAN MATEMATIKA,Saintek,23,260
UNIVERSITAS MULAWARMAN,BUDIDAYA PERAIRAN,Saintek,26,105
UNIVERSITAS MULAWARMAN,AGROBISNIS PERIKANAN,Saintek,26,139
UNIVERSITAS MULAWARMAN,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,22,140
UNIVERSITAS MULAWARMAN,STATISTIKA,Saintek,17,207
UNIVERSITAS MULAWARMAN,BIOLOGI,Saintek,25,239
UNIVERSITAS MULAWARMAN,KIMIA,Saintek,26,120
UNIVERSITAS MULAWARMAN,FISIKA,Saintek,27,70
UNIVERSITAS MULAWARMAN,ILMU KOMPUTER,Saintek,38,933
UNIVERSITAS MULAWARMAN,TEKNIK SIPIL,Saintek,23,884
UNIVERSITAS MULAWARMAN,TEKNIK INDUSTRI,Saintek,24,444
UNIVERSITAS MULAWARMAN,TEKNIK LINGKUNGAN,Saintek,24,479
UNIVERSITAS MULAWARMAN,TEKNIK PERTAMBANGAN,Saintek,22,537
UNIVERSITAS MULAWARMAN,PENDIDIKAN DOKTER,Saintek,48,"1,339"
UNIVERSITAS MULAWARMAN,KESEHATAN MASYARAKAT,Saintek,18,"1,395"
UNIVERSITAS MULAWARMAN,FARMASI,Saintek,52,"1,426"
UNIVERSITAS MULAWARMAN,PETERNAKAN,Saintek,17,173
UNIVERSITAS MULAWARMAN,TEKNIK KIMIA,Saintek,18,161
UNIVERSITAS MULAWARMAN,TEKNIK INFORMATIKA,Saintek,63,"1,109"
UNIVERSITAS MULAWARMAN,TEKNIK GEOLOGI,Saintek,24,174
UNIVERSITAS MULAWARMAN,TEKNIK ELEKTRO,Saintek,20,219
UNIVERSITAS MULAWARMAN,TEKNOLOGI HASIL PERIKANAN,Saintek,11,114
UNIVERSITAS MULAWARMAN,KEDOKTERAN GIGI,Saintek,13,499
UNIVERSITAS MULAWARMAN,MATEMATIKA,Saintek,8,77
UNIVERSITAS MULAWARMAN,ILMU KELAUTAN,Saintek,25,122
UNIVERSITAS MULAWARMAN,GEOFISIKA,Saintek,17,45
UNIVERSITAS MULAWARMAN,PENDIDIKAN KOMPUTER,Saintek,14,232
UNIVERSITAS MULAWARMAN,FARMASI KLINIS,Saintek,15,0
UNIVERSITAS MULAWARMAN,SISTEM INFORMASI,Saintek,55,0
UNIVERSITAS MUSAMUS MERAUKE,EKONOMI PEMBANGUNAN,Soshum,4,42
UNIVERSITAS MUSAMUS MERAUKE,MANAJEMEN,Soshum,57,237
UNIVERSITAS MUSAMUS MERAUKE,AKUNTANSI,Soshum,27,136
UNIVERSITAS MUSAMUS MERAUKE,ILMU ADMINISTRASI NEGARA,Soshum,29,130
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,10,99
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN BAHASA INGGRIS,Soshum,2,55
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN GURU SEKOLAH DASAR,Soshum,17,131
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Soshum,6,19
UNIVERSITAS MUSAMUS MERAUKE,ILMU HUKUM,Soshum,18,123
UNIVERSITAS MUSAMUS MERAUKE,SASTRA INGGRIS,Soshum,2,28
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK ELEKTRO,Saintek,5,30
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK MESIN,Saintek,4,30
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK SIPIL,Saintek,41,123
UNIVERSITAS MUSAMUS MERAUKE,ARSITEKTUR,Saintek,9,40
UNIVERSITAS MUSAMUS MERAUKE,KETEKNIKAN PERTANIAN,Saintek,8,22
UNIVERSITAS MUSAMUS MERAUKE,AGRIBISNIS,Saintek,14,68
UNIVERSITAS MUSAMUS MERAUKE,AGROTEKNOLOGI,Saintek,6,29
UNIVERSITAS MUSAMUS MERAUKE,MANAJEMEN SUMBERDAYA PERAIRAN,Saintek,9,29
UNIVERSITAS MUSAMUS MERAUKE,TEKNIK INFORMATIKA,Saintek,52,140
UNIVERSITAS MUSAMUS MERAUKE,SISTEM INFORMASI,Saintek,32,93
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN MATEMATIKA,Saintek,20,30
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN FISIKA,Saintek,8,21
UNIVERSITAS MUSAMUS MERAUKE,PENDIDIKAN KIMIA,Saintek,7,12
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN SEJARAH,Soshum,57,177
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN PANCASLA DAN KEWARGANEGARAAN,Soshum,50,193
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN EKONOMI,Soshum,140,390
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,Soshum,26,381
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Soshum,71,602
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN BAHASA INGGRIS,Soshum,63,519
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN GURU SD,Soshum,87,"1,268"
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN ANAK USIA DINI,Soshum,64,179
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN SENDRATASIK,Soshum,11,103
UNIVERSITAS NEGERI GORONTALO,BIMBINGAN DAN KONSELING,Soshum,28,235
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN LUAR SEKOLAH,Soshum,15,98
UNIVERSITAS NEGERI GORONTALO,MANAJEMEN PENDIDIKAN,Soshum,60,422
UNIVERSITAS NEGERI GORONTALO,ILMU HUKUM,Soshum,147,976
UNIVERSITAS NEGERI GORONTALO,AKUNTANSI,Soshum,102,752
UNIVERSITAS NEGERI GORONTALO,MANAJEMEN,Soshum,127,"1,209"
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN KEPELATIHAN,Soshum,17,169
UNIVERSITAS NEGERI GORONTALO,SOSIOLOGI,Soshum,60,339
UNIVERSITAS NEGERI GORONTALO,ILMU KOMUNIKASI,Soshum,50,534
UNIVERSITAS NEGERI GORONTALO,EKONOMI PEMBANGUNAN,Soshum,54,250
UNIVERSITAS NEGERI GORONTALO,ADMINISTRASI PUBLIK,Soshum,73,517
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN MATEMATIKA,Saintek,61,197
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN FISIKA,Saintek,27,76
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN BIOLOGI,Saintek,41,237
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN KIMIA,Saintek,36,84
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN GEOGRAFI,Saintek,45,144
UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN SENI RUPA,Saintek,1,47
UNIVERSITAS NEGERI GORONTALO,AGROTEKNOLOGI,Saintek,55,257
UNIVERSITAS NEGERI GORONTALO,SISTEM INFORMASI,Saintek,39,568
UNIVERSITAS NEGERI GORONTALO,TEKNIK ELEKTRO,Saintek,34,189
UNIVERSITAS NEGERI GORONTALO,AGRIBISNIS,Saintek,48,530
UNIVERSITAS NEGERI GORONTALO,KESEHATAN MASYARAKAT,Saintek,89,"1,251"
UNIVERSITAS NEGERI GORONTALO,MANAJAMEN SUMBERDAYA PERAIRAN,Saintek,47,90
UNIVERSITAS NEGERI GORONTALO,PETERNAKAN,Saintek,39,148
